Date,ProductName,MonthlySales
2020-09-15,smartphones,85344.65867185348
2020-09-16,smartphones,76973.41295064868
2020-09-23,smartphones,42423.03669191137
2020-09-28,smartphones,150253.77090931463
2020-09-30,smartphones,26768.98300950031
2020-10-04,smartphones,52293.42254753411
2020-10-04,smartphones,214557.3117117077
2020-10-04,smartphones,66064.03079745322
2020-10-04,smartphones,66357.3842783597
2020-10-08,smartphones,162624.2760507716
2020-10-12,smartphones,134264.83612046958
2020-10-14,smartphones,117938.89142094586
2020-10-16,smartphones,87323.92518031574
2020-10-19,smartphones,157018.95676698352
2020-10-20,smartphones,60406.64203595452
2020-10-23,smartphones,91902.12305240757
2020-10-25,smartphones,36217.296819479554
2020-10-27,smartphones,47195.62405330504
2020-10-27,smartphones,153538.80927797928
2020-10-29,smartphones,121435.17064342351
2020-10-30,smartphones,8318.966554285327
2020-10-31,smartphones,91010.81063042673
2020-11-01,smartphones,89846.19001565226
2020-11-06,smartphones,137994.56525615318
2020-11-06,smartphones,148056.17594333872
2020-11-08,smartphones,88344.2345893912
2020-11-09,smartphones,52561.532320090606
2020-11-11,smartphones,200516.02627356502
2020-11-11,smartphones,141786.76000827446
2020-11-14,smartphones,89676.91427487532
2020-11-14,smartphones,41946.24390883706
2020-11-16,smartphones,126220.64110773528
2020-11-17,smartphones,48140.853779396406
2020-11-27,smartphones,119596.01550970707
2020-11-28,smartphones,102968.81132291396
2020-11-28,smartphones,72565.2380547288
2020-11-29,smartphones,159085.01934006758
2020-12-02,smartphones,93619.08407958988
2020-12-06,smartphones,142452.51660352183
2020-12-08,smartphones,47087.27242811873
2020-12-09,smartphones,120894.49188206538
2020-12-10,smartphones,137020.3834160026
2020-12-10,smartphones,62864.74933246429
2020-12-14,smartphones,33384.967953206346
2020-12-19,smartphones,198823.57422577715
2020-12-19,smartphones,65703.84920230397
2020-12-21,smartphones,85899.93619198044
2020-12-22,smartphones,150200.79084385696
2020-12-25,smartphones,156101.65916958384
2020-12-25,smartphones,116484.685086416
2020-12-26,smartphones,74533.5655650482
2020-12-26,smartphones,72191.52771267804
2020-12-27,smartphones,26342.902420636463
2020-12-28,smartphones,63148.31260604866
2020-12-28,smartphones,117354.90362113403
2020-12-28,smartphones,159291.11283427957
2020-12-31,smartphones,49086.97892718699
2021-01-03,smartphones,55856.9513306659
2021-01-08,smartphones,40004.24346987807
2021-01-09,smartphones,102017.84199492651
2021-01-09,smartphones,88130.97778541571
2021-01-10,smartphones,105198.75727180438
2021-01-16,smartphones,85597.21308496124
2021-01-17,smartphones,26408.025141034374
2021-01-17,smartphones,124697.42647097589
2021-01-18,smartphones,4074.70648400993
2021-01-21,smartphones,82505.34266608291
2021-01-21,smartphones,9778.79389898165
2021-01-25,smartphones,57918.25644049424
2021-01-25,smartphones,97085.6766949573
2021-01-26,smartphones,109219.31564113141
2021-01-27,smartphones,137208.5795946903
2021-01-31,smartphones,111232.61557112179
2021-02-01,smartphones,111725.61376138254
2021-02-03,smartphones,102531.78409767504
2021-02-04,smartphones,114352.3218624142
2021-02-06,smartphones,54983.49568434244
2021-02-06,smartphones,107816.35250012783
2021-02-07,smartphones,71427.96315853186
2021-02-08,smartphones,118672.27960021805
2021-02-09,smartphones,44529.722460691395
2021-02-10,smartphones,116896.2154238782
2021-02-11,smartphones,101139.64099877702
2021-02-13,smartphones,8854.951208705894
2021-02-14,smartphones,98623.78138776081
2021-02-21,smartphones,38489.89440928115
2021-02-24,smartphones,119187.50219191659
2021-02-25,smartphones,33449.41359352052
2021-02-26,smartphones,83209.86732367548
2021-02-26,smartphones,82239.32020265829
2021-02-27,smartphones,7278.152788691312
2021-02-27,smartphones,223960.88976135885
2021-02-27,smartphones,156710.57663556427
2021-02-28,smartphones,95202.83589748356
2021-03-03,smartphones,85579.81145639504
2021-03-04,smartphones,92608.06464828913
2021-03-07,smartphones,60680.65694789511
2021-03-10,smartphones,155165.23956606028
2021-03-11,smartphones,76289.91095435919
2021-03-12,smartphones,105900.06161241571
2021-03-13,smartphones,109359.68379810824
2021-03-14,smartphones,146691.50177099387
2021-03-15,smartphones,103446.26102117688
2021-03-20,smartphones,83275.36808068973
2021-03-20,smartphones,81703.87154221922
2021-03-23,smartphones,123490.95060620228
2021-03-23,smartphones,89218.59434943211
2021-03-24,smartphones,100823.92214418476
2021-03-26,smartphones,144909.3904205798
2021-03-26,smartphones,116701.42912131632
2021-03-31,smartphones,152231.95898686638
2021-04-01,smartphones,61900.343313039484
2021-04-02,smartphones,119536.01877751776
2021-04-03,smartphones,137540.0807977121
2021-04-06,smartphones,74604.31667251025
2021-04-09,smartphones,89655.0359337409
2021-04-10,smartphones,44729.838251655645
2021-04-11,smartphones,18273.07019796455
2021-04-12,smartphones,56194.63329141041
2021-04-13,smartphones,158857.12710637177
2021-04-17,smartphones,98874.57811213016
2021-04-18,smartphones,102074.67772970129
2021-04-18,smartphones,110521.03933898621
2021-04-18,smartphones,50897.848501132605
2021-04-19,smartphones,93990.6633698402
2021-04-20,smartphones,111802.68934833855
2021-04-21,smartphones,21075.523907117615
2021-04-21,smartphones,180454.9162019171
2021-04-23,smartphones,8584.023490027397
2021-05-01,smartphones,122656.100507133
2021-05-03,smartphones,49433.53505477986
2021-05-03,smartphones,98263.57832098774
2021-05-05,smartphones,94158.5250550647
2021-05-06,smartphones,107085.20101672156
2021-05-07,smartphones,136261.31672890822
2021-05-11,smartphones,148917.81644105865
2021-05-13,smartphones,39666.6543983256
2021-05-16,smartphones,90487.00566681565
2021-05-19,smartphones,152279.39132796123
2021-05-20,smartphones,134914.075734179
2021-05-24,smartphones,154098.11823541866
2021-05-25,smartphones,175053.85295711344
2021-05-25,smartphones,85085.91225151341
2021-05-26,smartphones,185956.88119775912
2021-05-26,smartphones,105595.92740785878
2021-05-28,smartphones,166810.59171447114
2021-05-29,smartphones,63155.59282469864
2021-05-31,smartphones,63436.39706325528
2021-06-02,smartphones,128042.37711490846
2021-06-02,smartphones,24015.753198046277
2021-06-02,smartphones,118525.35224503254
2021-06-03,smartphones,24537.653127019777
2021-06-05,smartphones,67717.64696206708
2021-06-08,smartphones,42020.5743934327
2021-06-10,smartphones,142715.7270703706
2021-06-11,smartphones,61269.45714270021
2021-06-13,smartphones,148254.9039693401
2021-06-14,smartphones,94772.80324380852
2021-06-14,smartphones,161558.86735005252
2021-06-15,smartphones,92293.33857345219
2021-06-17,smartphones,100970.57343264058
2021-06-21,smartphones,48954.221323771526
2021-06-25,smartphones,102101.49805401186
2021-06-25,smartphones,126247.34254700091
2021-06-26,smartphones,94905.90940080943
2021-07-01,smartphones,108611.46165146385
2021-07-04,smartphones,149148.34435603337
2021-07-04,smartphones,162937.4434447103
2021-07-05,smartphones,52238.35542567684
2021-07-08,smartphones,94896.38909770825
2021-07-09,smartphones,143840.02652122098
2021-07-10,smartphones,106820.47787817652
2021-07-11,smartphones,150827.36047129912
2021-07-12,smartphones,98378.84654655322
2021-07-13,smartphones,92325.12484672446
2021-07-14,smartphones,122216.72868222969
2021-07-15,smartphones,91487.41745563755
2021-07-17,smartphones,104827.37491104462
2021-07-18,smartphones,63063.455789494794
2021-07-26,smartphones,158787.56390604604
2021-07-29,smartphones,85592.66874164311
2021-08-01,smartphones,98652.71646384709
2021-08-01,smartphones,226948.6515503343
2021-08-02,smartphones,138372.93940222487
2021-08-03,smartphones,98753.98868971011
2021-08-06,smartphones,96878.08203228477
2021-08-08,smartphones,107232.31037006628
2021-08-13,smartphones,192134.69534518317
2021-08-15,smartphones,99537.04962961726
2021-08-18,smartphones,174767.91612378767
2021-08-19,smartphones,117253.89338737846
2021-08-19,smartphones,143697.08732589023
2021-08-20,smartphones,173910.54582873522
2021-08-22,smartphones,105399.34308330329
2021-08-23,smartphones,39486.94608765838
2021-08-24,smartphones,81299.62712206916
2021-08-29,smartphones,82230.85485016754
2021-08-29,smartphones,72459.60144780313
2021-08-31,smartphones,156769.28088103072
2021-08-31,smartphones,61264.887755287215
2021-09-01,smartphones,222005.05692579952
2021-09-02,smartphones,100998.03094901776
2021-09-03,smartphones,125950.33543202188
2021-09-04,smartphones,87278.05352277489
2021-09-04,smartphones,96921.27404617265
2021-09-04,smartphones,150610.46303964232
2021-09-04,smartphones,131789.01213142267
2021-09-04,smartphones,107088.271967352
2021-09-05,smartphones,16899.795017034485
2021-09-05,smartphones,111972.63037330579
2021-09-06,smartphones,80911.17595388953
2021-09-07,smartphones,166938.20118190668
2021-09-07,smartphones,71408.32576169839
2021-09-07,smartphones,96342.9161581214
2021-09-10,smartphones,186110.93553450174
2021-09-12,smartphones,52090.608409979955
2021-09-13,smartphones,72444.59772407378
2021-09-14,smartphones,60249.62397809496
2021-09-16,smartphones,99468.45847025208
2021-09-16,smartphones,25169.203476320938
2021-09-17,smartphones,30488.897696359523
2021-09-17,smartphones,115169.8649102209
2021-09-21,smartphones,99241.27988299237
2021-09-26,smartphones,156837.7817495302
2021-09-27,smartphones,30321.779379944768
2021-09-29,smartphones,64705.21647202705
2021-10-01,smartphones,68030.40822005257
2021-10-02,smartphones,64505.107549176275
2021-10-03,smartphones,65337.76411152057
2021-10-06,smartphones,144107.30064609455
2021-10-09,smartphones,223026.75323995182
2021-10-10,smartphones,196167.95223996553
2021-10-11,smartphones,88601.68887922408
2021-10-13,smartphones,97443.1869018259
2021-10-17,smartphones,145246.44911057653
2021-10-18,smartphones,55924.95222548074
2021-10-18,smartphones,161891.36603615235
2021-10-18,smartphones,147513.33569115194
2021-10-20,smartphones,80903.35538199387
2021-10-21,smartphones,79504.56997874512
2021-10-22,smartphones,73392.62582493978
2021-10-28,smartphones,57774.88185502445
2021-10-30,smartphones,155489.988282755
2021-11-01,smartphones,53260.19560948206
2021-11-03,smartphones,50757.29514289689
2021-11-04,smartphones,5992.750838401378
2021-11-05,smartphones,20406.000012376324
2021-11-07,smartphones,48224.59330887481
2021-11-07,smartphones,63813.73220044813
2021-11-08,smartphones,79726.90253199585
2021-11-08,smartphones,129013.61438790655
2021-11-11,smartphones,160234.84138220912
2021-11-12,smartphones,125313.86600253932
2021-11-12,smartphones,45172.43179863225
2021-11-14,smartphones,127821.87461458708
2021-11-21,smartphones,102628.94524015846
2021-11-26,smartphones,136093.83931934912
2021-11-26,smartphones,172313.47036796925
2021-11-27,smartphones,146059.02268421144
2021-12-02,smartphones,112514.36577610011
2021-12-04,smartphones,130223.17897694898
2021-12-05,smartphones,153955.946190578
2021-12-06,smartphones,85672.15734607496
2021-12-08,smartphones,71405.96210930664
2021-12-13,smartphones,196311.1886217432
2021-12-14,smartphones,94520.8381474195
2021-12-14,smartphones,125477.91723215043
2021-12-16,smartphones,107695.211877367
2021-12-16,smartphones,43324.89829938775
2021-12-17,smartphones,138119.511658843
2021-12-17,smartphones,-9048.967376688019
2021-12-17,smartphones,144966.853712212
2021-12-18,smartphones,169278.7807440294
2021-12-24,smartphones,161153.6848510757
2021-12-26,smartphones,92783.937599955
2021-12-28,smartphones,115451.76631799444
2021-12-30,smartphones,112485.75934629719
2022-01-03,smartphones,202909.6535704489
2022-01-06,smartphones,63921.224497866926
2022-01-08,smartphones,91950.67557306078
2022-01-08,smartphones,129158.48713442717
2022-01-09,smartphones,88497.82808370175
2022-01-09,smartphones,52611.945179182374
2022-01-10,smartphones,147776.94629301337
2022-01-10,smartphones,150325.63955426
2022-01-11,smartphones,111679.61037307508
2022-01-11,smartphones,46398.666418550136
2022-01-13,smartphones,113773.78979133717
2022-01-15,smartphones,117414.69445307329
2022-01-16,smartphones,151006.380855453
2022-01-16,smartphones,80955.51281534981
2022-01-19,smartphones,174175.8723207424
2022-01-20,smartphones,53891.01312743878
2022-01-20,smartphones,152223.48825691003
2022-01-22,smartphones,79660.08177559746
2022-01-23,smartphones,191213.26574930118
2022-01-24,smartphones,91791.51672333729
2022-01-24,smartphones,121157.98435497397
2022-01-26,smartphones,163995.90073238217
2022-01-30,smartphones,96374.78477205188
2022-02-01,smartphones,137001.8148885524
2022-02-04,smartphones,167248.92607920172
2022-02-04,smartphones,124137.38006856081
2022-02-07,smartphones,126258.17813212979
2022-02-08,smartphones,136889.4760207464
2022-02-10,smartphones,167199.31164915324
2022-02-12,smartphones,39331.369190282545
2022-02-13,smartphones,32799.39186195118
2022-02-13,smartphones,101570.30658026744
2022-02-16,smartphones,53877.653337176824
2022-02-17,smartphones,155433.98172269593
2022-02-17,smartphones,67869.62266712687
2022-02-18,smartphones,181077.56436636834
2022-02-19,smartphones,131762.26259957004
2022-02-22,smartphones,92176.2784726251
2022-02-23,smartphones,182461.99446339183
2022-02-27,smartphones,142860.05157345976
2022-03-02,smartphones,57602.19284866304
2022-03-03,smartphones,109942.04863322056
2022-03-04,smartphones,57300.934945939116
2022-03-08,smartphones,53312.035770891685
2022-03-10,smartphones,113032.21856082803
2022-03-17,smartphones,109957.8855820335
2022-03-19,smartphones,71392.5129908567
2022-03-21,smartphones,39469.522245347165
